Kuerzel;Sektor;Industry;Scan;Set-Up;Tag des Ausbruchs;Entry;$ Tag 1;$ Tag 1 Low;$ Tag 2;$ Tag 2 Low;$ Tag 2 High;$ Tag 3;$ Tag 3 Low;$ Tag 3 High;$ Tag 4;$ Tag 4 Low;$ Tag 4 High;$ Tag 5;$ Tag 5 Low;$ Tag 5 High;VIX CBOE 1-day;Move 1 day;Move 2 day;Move 3 day;Move 4 day;Move 5 day
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
